396	0.94516
397	0.94516
398	0.94516
399	0.94516
400	0.94516
401	0.94516
402	0.94516
403	0.94516
404	0.94516
405	0.94516
406	0.94516
407	0.94516
408	0.94516
409	0.94516
410	0.94516
411	0.94516
412	0.94516
413	0.94516
414	0.94516
415	0.94516
416	0.94516
417	0.94516
418	0.94516
419	0.94516
420	0.94516
421	0.94516
422	0.94516
423	0.94516
424	0.94516
425	0.94516
426	0.94516
427	0.94516
428	0.94516
429	0.94516
430	0.94516
431	0.94516
432	0.94516
433	0.94516
434	0.94516
435	0.94516
436	0.94516
437	0.94516
438	0.94516
439	0.94516
440	0.94516
441	0.94516
442	0.94516
443	0.94516
444	0.94516
445	0.94516
446	0.94516
447	0.94516
448	0.94516
449	0.94516
450	0.94516
451	0.94516
452	0.94516
453	0.94516
454	0.94516
455	0.94516
456	0.94516
457	0.94516
458	0.94516
459	0.94516
460	0.94516
461	0.94516
462	0.94516
463	0.94516
464	0.94516
465	0.94516
466	0.94516
467	0.94516
468	0.94516
469	0.94516
470	0.94516
471	0.94516
472	0.94516
473	0.94516
474	0.94516
475	0.94516
476	0.94516
477	0.94516
478	0.94516
479	0.94516
480	0.94516
481	0.94516
482	0.94516
483	0.94516
484	0.94516
485	0.94516
486	0.94516
487	0.94516
488	0.94516
489	0.94516
490	0.94516
491	0.94516
492	0.94516
493	0.94516
494	0.94516
495	0.94516
496	0.94516
497	0.94516
498	0.94516
499	0.94516
500	0.94516
501	0.94516
502	0.94516
503	0.94516
504	0.94516
505	0.94516
506	0.94516
507	0.94516
508	0.94516
509	0.94516
510	0.94516
511	0.94516
512	0.94516
513	0.94516
514	0.94516
515	0.94516
516	0.94516
517	0.94516
518	0.94516
519	0.94516
520	0.94516
521	0.94516
522	0.94516
523	0.94516
524	0.94516
525	0.94516
526	0.94516
527	0.94516
528	0.94516
529	0.94516
530	0.94516
531	0.94516
532	0.94516
533	0.94516
534	0.94516
535	0.94516
536	0.94516
537	0.94516
538	0.94516
539	0.94516
540	0.94516
541	0.94516
542	0.94516
543	0.94516
544	0.94516
545	0.94516
546	0.94516
547	0.94516
548	0.94516
549	0.94516
550	0.94516
551	0.94516
552	0.94516
553	0.94516
554	0.94516
555	0.94516
556	0.94516
557	0.94516
558	0.94516
559	0.94516
560	0.94516
561	0.94516
562	0.94516
563	0.94516
564	0.94516
565	0.94516
566	0.94516
567	0.94516
568	0.94516
569	0.94516
570	0.94516
571	0.94516
572	0.94516
573	0.94516
574	0.94516
575	0.94516
576	0.94516
577	0.94516
578	0.94516
579	0.94516
580	0.94516
581	0.94516
582	0.94516
583	0.94516
584	0.94516
585	0.94516
586	0.94516
587	0.94516
588	0.94516
